Review,Sentiment
"How disappointing that I was forced to leave this negative review on a service I had such high hopes for...After accidentally purchasing one of RiseGuide's courses based on a misguiding checkout page (the font of the total price of $19.99 to be paid over the span of 4 weeks was very small, and I purchased the course thinking I was only paying a sixth of what they ended up charging me total $0.72), I promptly emailed them, explained my situation, and requested a refund. Things looked hopeful when they asked me to fill out a short form about the ""experience of their service"", and that my refund process will continue once I completed it (this was on the 20th March). A hop, skip, and a thousand-year jump later, I've received nothing but radio silence from RiseGuide since, and my bank account is still in a $19.99 deficit (it's the 25th of April today).That may not seem like a lot of money to most people, but as a South African who survives day by day in a country with a currency that's so astonishingly weak against the dollar, $19.99 means a lot, and may be the determining factor of whether you're going to bed on am empty stomach or not.It was cruel of RiseGuide to not only falsely advertise their full price by using a clever checkout design (and thereby legally giving them the right to rob people in broad daylight), but then giving me hope as well by telling me they'll be able to offer me a refund in exchange for filling out a form that will benefit them, then running away with both my money and another good review form to add to their name - clearly built on corruption and lies.Perhaps they disappeared because there genuinly was a mix up with my refund request and this is all just a big misunderstanding, but until I can be sure, this review stands:DO NOT PURCHASE ANY COURSES FROM RISEGUIDE - A COMPANY IS ONLY AS GOOD AS THEIR LOWEST RATED REVIEW.I hope this helped someone out there.",Neutral
"This company has taken £19.99 out of my account in March, for something I’ve not signed up to. In April they have taken a further £59.99 out. There has been no email notification about anything I have apparently purchased. And guess what, now they won’t reply to my emails. It’s absolutely disgusting. Stay well clear of this company 😡",Negative
Simple easy to follow steps,Positive
This COMPANY are an ABSOLUTE SCAM STAY WELL CLEAR! 😡😡😡😡😡😡😡😡😡😡😡 First they took £19.99 from my card and I Received absolutely nothing and no confirmation of payment. Then they wanted me to buy a book for £20.00 so I came out of it straight away. Then yesterday they tried taking £59.99 out of my debit card but I was a step ahead I cancelled all payments from that card. Thank God. 🙏 Because I knew it was a SCAM! 😡😡😡😡 Disgusting behaviour they need to be taken off the internet. Watch out what you click on in FACEBOOK check them out first before you go ahead with anything off the internet 🛜 ruining peoples lives! 😡😡😡,Neutral
Excellent nice,Positive
"Purchased a programme but it wasn’t as expected, so in line with how they advertise it (and without watching any of the content) I asked for a refund.Initially they were responsive, but after being given the runaround with a compulsory questionnaire (which I completed straight away) they’re now just ghosting me.",Neutral
I appreciated the specific tips.,Neutral
Gaining knowledge in an easy to comprehend way and the content shared is easy to stay focused on and interested.,Positive
"This app is a scam, do not buy! I accidentally purchased and then tried to open it but it doesn't work (either on my phone or laptop). I emailed them and got an automated reply saying I could have 50% refund. I emailed them again 6 times and they haven't replied to anything.",Neutral
Lesson is easy to follow. I have to see if it truly works,Positive
Honestly the experience was smooth and very informative!,Positive
"How this company receive any good reviews is beyond me. Tricked me into a subscription I didn't not know about and are stealing money out of my bank left right and centre. There is no way to cancel unless you send an email, yet all emails get ignored!",Positive
I'm enjoying it so far and hope to see growth!,Positive
Learning new content,Positive
It breaks down a lot of ways & steps that I follow naturally,Neutral
Not useful to me plus I don't have time to read everything because of my hectic schedule. I really want a refund,Neutral
I liked the first video with new informations,Positive
Good everything,Positive
So far so good. Love the fact they are bite sized lessons that I can understand.,Positive
Be careful they are only getting your money. No response nothing happened after they got money,Neutral
"I managed to get a partial refund, however this isn't ideal when;a. I couldn't find my subscription informationb. There is no cancel optionb. It's not all its stacked up to bec. I didn't use itd. There was no clear subscription detail in the appTimes like this I am thankful for Google Play.",Positive
"It’s ok, just need the followers",Positive
"So far, extremely generic guidance",Neutral
Consistency,Neutral
It is good information but too expensive,Neutral
Just started and the information so far is great for anyone looking to learn or improve on their social skills.,Positive
In the very first lesson I learned the importance of paying attention to my Facebook analytics to help me to understand who my audience is and how to engage them more effectively.,Positive
I love the informational content,Positive
Self development,Neutral
Thanks for all info,Positive
Be very aware! When you sign up you agree that the plan you choose will automatically be renewed. I paid 9.99 for the 4 week plan and again 59.99 for another 4 weeks. Thats way too expensive. When you agree to terms and conditions there is no info on how to cancel and you cant find cancellation of the renewal in the app so you need to e-mail  RiseGuide. It is a rip off for sure and I do not recommend.,Positive
"Already, I am seeing issues I had problem with be encouraged",Neutral
"I was never sent an email upon signing up, I have been emailing support for 3 months now to request a refund and cancellation without any response. So far customer service has not been fantastic as many of the other reviewers have stated.",Positive
Super-Informative and actually a fun format to learn from!,Positive
I am learning so much already!,Positive
you are asking me to quick give me some time to like  you,Positive
"I had contact with Annabelle and Rose and with the latter it was truly the best support I ever had with a company. Super friendly and kind and understanding with my situation. Both were so keen to help. I truly enjoyed the compassionate conversation on a human level, so it didn't feel like just ""getting done with another customer"".",Positive
"Rose, the person who helped me, was courteous and understanding and helped me solve my problem quickly.",Positive
I really need it,Positive
"Having purchased a 12 week programme in January, for £39, which I found to be full of 'what needs to be done advise' instead of clear 'how to advice', I then got stung for a £99.99 subscription renewal! If I had read through the lengthy T's & C's of the small print, I would have seen this was the practice BUT, the App was not showing as a subscription on my phone, I had NO notification to cancel/subscription was to renew and quite frankly there was a total lack of disclosure that this was in anyway an introduction leading to a year subscription. BEWARE, unethical trading - no surprise that it appears you cannot write comments on their social media page......",Neutral
So far so good,Positive
This was a big scam . They get my money from the bank £54.97,Neutral
"Very easy to use app, great insights",Positive
Awesome app,Positive
"I signed up to RiseGuide via an advertisement on Instagram. However before confirming my email address I was already prompted to pay. I decided not to rush (and miss a huge discount) and check out this company beforehand. Going through the reviews I noticed that ALL POSITIVE REVIEWS have been prompted by invitation by Riseguide in the very beginning of the courses. Most are positive because they are still awaiting a lot of useful information from the courses they signed up for. According to me, this disqualifies the value of those reviews. Why not invite all paying customers after finishing the courses?All reviews that are not by invitation rate Riseguide very low! And those are the ones you should read to get a better judgement.For the moment I only signed up as a customer without giving away my payment info. And reading all the problems with unsubscribing, I am glad I did not take any next step. I advise all new subscribers to do the same! Read the uninvited reviews and then unsubscribe!",Positive
it’s really clear and helpful,Positive
"I have done just a 1st lesson, the things what i read I technically know, but something else within myself is blocking my success on instagram yet.",Positive
The first lesson was very knowledgeable I’m looking forward to see if this platform will help my business grow,Positive
Enjoying the lessons. Really easy platform to use and engaging.,Positive
Getting more followers,Positive
They listened to what I had to say and gave me a full refund for a product I will not use. They went out of their way to help me as a customer. I would recommend them to anyone who wants this type of service.,Positive
"I am really not happy with the way I been charged.I signed up for a 4 WEEK Pan but in very small text its says its a subscription service and not just a 4 week plan, I find this to be very unethical . after the 4 weeks they took another €59.99 from my account with no follow up email.",Negative
A good starting point for how to grow my social media presence.,Positive
Great app. Easy to use and informative,Positive
I don't really have much IT knowledge and thought it wud be easier to grow posts but I think I paid money out 4 nothing really let's see if I grow at allNot convinced,Positive
Great experience and will recommend it to others.,Positive
"Do NOT get this app. They don't respond to support queries AT ALL and they don't have an unsubscribe function.I immediately upon opening the app for the first time, saw that it was not as advertised on Facebook. It's definitely not crafted with your answers to questions in mind. It's a bunch of small 3 paragraph ""courses"".I asked, within a hour of opening the app and paying for it on Apple Pay, for a refund because it was not what I expected and also for confirmation that the account is closed because you can't unsubscribe!!Since then I sent 4 Support Queries, two to Stacie included in the email and addressed directly. I only got ONE support ticket and STILL NO RESPONSE.It's obviously a scam and in these days a shame on them for doing it.I will continue trying to get a refund and will report it to Facebook where I have a verified account and a Support line.",Neutral
Fácil de usar,Neutral
"I signed up for one month, I got charged for a second month without permission or warning. I emailed asking for a refund which they said they'd give me a free month instead. I refused and asked for the refund. They've ignored every single email I've sent since. I've had to dispute it through my bank. Scam, don't waste your money.",Neutral
I enjoy the self awareness and tips portion.,Positive
Great thanks,Positive
Great info.,Positive
"Never received an account while they had debited the money. The first email I sent about this was only answered with the message that I should look in my spam. When I emailed back that I already indicated this in my first email, I received no response. A week later still no response. After indicating that I wanted my money back and wanted to cancel my subscription, I was told that money could not be refunded 'because I was simply not satisfied for personal reasons'. In addition, they wanted to know if I wanted to continue or if they could help me with something else. While I had already indicated in my previous email that I wanted to cancel. After that again no response. I am going to report them and have my bank take the money back. Looks like a scam!",Neutral
A lovely concept for an app but it doesn't have a clear unsubscribe function within the app and doesn't show up in your apple subscriptions so ended up paying more months then I wanted.,Positive
I dont speak english,Neutral
Rise points out your shortfalls and how to overcome them. It easily identifies and describes the topic well for everyone to understand,Positive
"Sound Engineer, Audio Mixing and Mastering Songs and Audio Post Production",Positive
"I just wanted to buy a trial 19,90€, then when I wanted to finish my profile a pop-up window offered an extra option for 15€, which I needed to buy. I haven’t had time to finish the 4 weeks, didn’t booked any other options yet charged me today for extra 59,90€. Spam!",Neutral
Actually helpful unlike other generic content different apps and programs are offering,Neutral
Thanks for reminding to engage more to my connections and know more about my niche and the community or groups I need to reach.,Positive
"Waste of money.Don't pay to have AI bots pull info from Google, to tell you how to create content and grow your account. I grew to 12k without using any app or bot.They literally pull their tips and guides from other established creators and YouTubers who actually deserve to be paid for their time and knowledge.If I wanted an ai chat bot to give me suggestions, I'd keep using chat GPT.Oh the Kicker. They will offer a 50% refund on a service they never will fulfill. I already cancelled. They charge me anyway, then made me fill out a refund form ? Turns out that was just a customer satisfaction survey not a form to get my money back. They are respectfully full of crap and I would never ever ever in a million years recommend them to ANY creator. I got scammed so now you don't have to !Please know I went through most of the guides, and almost all the info they gave on hooks, CTAs, your niche, target audience can be found in a few hours watching YouTube for $FREE.99",Neutral
Excellent representation of a company who cares about perspective clients.,Positive
"I signed up for this as a trial. They sent me a welcome email, and that was the last I heard from them. There was zero communication. Six months later, I was automatically billed $159.99 - there was no notice that a payment was coming up, nor that it was time to renew. After contacting them, I initially got a response from them, but no refund was given. They asked me to fill out a form before they could give me a refund. I filled out the 'paperwork' immediately and sent it back. When I contacted them regarding not receiving a refund, I heard nothing back. I have repeatedly reached out to them, and have received no response from any of the correspondence I have sent.**They finally responded and said that, 'I agreed to having automatic withdrawals taken out of my account and therefore they would 'as an exception' give me back half of the yearly subscription amount.' They never addressed the lack of correspondence telling me that they would be taking it out of my account (I belong to a lot of subscriptions - this is the only company that I belong to that doesn't communicate with me ahead of time before taking money out of my account).Unfortunately, I am still NOT impressed with this company and the way they choose to do business. There are so many other more reputable companies.  This one is not worth the headache, and what they offered was not worth the annual fee. Find a different resource!",Neutral
"Straight to the point ! No complicated words to understand, for beginner and advance",Positive
Thanks so much,Positive
Great short to the point lessons,Positive
"Good so far, some nice tips straight away. The app has been easy to use.",Positive
This lesson was very insightful.,Positive
RiseGuide is great because they are really informative and cater to your exact growth needs!,Positive
"I signed up for the 1 course to check it out , and  then I got  charged $50 !  No warning, no message no email letting me know that the  trial period was over . There are NO OPTIONS  on the app or website about this subscription ! They charged  me without my consent, without any warning ! I have sent them 4 emails asking to CANCEL , received zero reply ! On their F.A.Q. they state the following""How can I cancel my subscription?You can always do that by writing us at support  We will do that straightaway, no questions asked.How can I get a refund?You can always do that by writing to us at support If you verify that you complied with our Subscription Policy, we will do it, no questions asked.I can delete my account but it explicitly says that  deleting my  account doesn't mean my ""subscription"" will be cancelled.I have  been  asking for a refund for over a week and received NO feedback I guess the next step is to have a chat with my Card Issuer as soon as banking hours are open . This is highly unethical and feels like a big scam .",Neutral
Atleast i now know what Facebook algorithm is and what is all about,Neutral
The information was good but not enough for me to Unfortunately not e enough for me as a beginner to understand what content to create,Positive
"I signed up for 1 course to test it out and next thing I know I'm being charged close to R1000 - just taken off my account. No warning, nothing. I can't find any option on the app or website about this subscription nor can I see anything to cancel! They billed me without my consent, without any warning and now I can't find any way to cancel - I can delete my account but it explicitly says I can delete the account but it doesn't mean my ""subscription"" will be canceled. I will be asking for a refund and will be chatting to my bank ASAP.  No legit company would function like this so it must be a big scam.",Negative
Too much reading,Positive
"We are working to advance the Kingdom of God, the Most High.",Positive
Very informative,Positive
So informative!!!!,Neutral
"I saw nothing in my phone apps about this subscription nor can I see anything in the app to cancel. They have billed me for something I did not use, could not cancel independently, nothing notated to let me know there was a charge coming or when. Not cool! I have asked for a refund as the charge came in minutes ago. I will post another complaint if they don't refund me.",Negative
How helpful the info is that is giving to u,Neutral
It’s easy to follow. I will review again if it works. I have already made better changes to my page because of you.,Positive
"Amazing app and approach to develop your hidden potential, thanks team Rise!!!",Positive
"100% scam.Impossible to cancel, even after multiple attempts. Avoid.",Neutral
I like the combination of science as well as practical things you can demonstrate immediately.,Neutral
I’m not sure yet what my experience is,Negative
Helpful and insightful,Neutral
I just started on here,Neutral
Awesome experience. Really helpful. Thank you,Positive
"I subscribed to RiseGuide and discovered there’s no way to unsubscribe through their website, you have to email them. They responded to my first email, confirming that cancellation must be done via email. Since then, I’ve sent 4 follow-up emails to cancel, all of which have been ignored. I was ultimately forced to cancel my card to prevent further charges. The process has been frustrating, time consuming, and feels intentionally misleading. Why isn’t there a simple cancellation option on their site? why did they ignore the emails once i asked to cancel? People should know their requests may be ignored and they risk being charged unfairly. This feels like a scam.",Negative
RiseGuide is easy to follow guidance in cracking the algorithm and how instagram works. So far I am learning a lot I wasn’t aware of.,Positive
"Makes a difference right away, don’t waste time and get this knowledge now 🏆",Neutral
So far the info is bitesized and easy to follow /understand and put into practice!,Positive
Just starting it out. Very interesting 👌,Positive
Great insight so far I’m only on lesson 1,Positive
Awesome app so far!,Positive
"So far I have learned quite a bit a bit quickly with Riseguide, I’m excited to see what comes of this! And the price on this is great! Come learn with Riseguide.com!",Positive
It’s a scam. You buy the course at £15.99 (or whatever it’s being advertised at on social media) and then they take £59.99 from your account a month later claiming you signed up for a subscription. At no point do they actually tell you it’s a subscription or even how much the subscription is. The content of the course is probably AI generated as it’s obvious stuff you can just google.,Neutral
Hoping the suggestions help as much as advertised,Positive
SNOVERSE Service,Neutral
so good experience,Positive
"It ate my money and didn't cancel my subscription, these guys are scammers",Neutral
I need time to try,Neutral
"Scammy behavior! They charged me for a subscription I never continued or agreed to. I signed up once out of curiosity and never confirmed any recurring payment — yet months later, they charged my card again without warning!No clear cancellation process, no confirmation emails, and no transparency. Avoid this service if you value your money and privacy.EDIT : Ultimately I did receive a refund.",Neutral
"PLEASE AVOID! Despite Patrick confirming the account has been cancelled and that I wouldn't be charged again, they have continued to process subscription transactions. This was after me requesting an initial refund as it wasn't clear on sign up that I was signing up to a subscription in the first place - after reviewing the landing page it's made out to be a one-off purchase which I was happy to purchase. Not a recurring payment for £59.99.",Positive
I had an insight of how instagram algorithm works and it was a fruitful learning experience.,Neutral
This app helped me out a lot with what it has to offer,Neutral
"Easy to digest and clear recommendations, just hit it but so good so far. I’ll update if anything helps!",Positive
I’m part way through the course and I love it! The info is bite sized and practical - I’m implementing lessons as I go :),Positive
"Good stuff, lacks specific examples.",Positive
I'm waiting for results,Neutral
The educational perspective about this app to help you grow as a person and in your business on social media,Positive
Easy to use and follow guide divided into bite-size lessons,Positive
This company helps to get your confidence back,Neutral
"This is my first time going down this road, but it's absolutely,!, so far, so good!I believe it's going to do well!",Neutral
Its great im learning piece by piece how to build an Audience,Positive
Informativ and smart,Positive
I had no knowledge of how to operate Facebook. This program is helping me learn what to do.,Neutral
Rise Guide has been a great push in the right direction. It’s helped me see where I can improve and given me the motivation to show up more consistently on social media. I’m actually looking forward to the process now.,Positive
Super easy to follow and great information,Positive
Great first lesson - helping me understand about Instagram and the different options that are available to go viral,Positive
Good information,Positive
10000 followers,Neutral
"I think I’m attaining a lot of valuable information in sizable pieces, I’m finding the app very useful and engaging just after my first lesson",Positive
So far it is informative.  I will happy these lessons and see how it goes.,Positive
"They are a scamThey are a scam! Not refunding the amount for your subscription. There is no option to cancel the subscription in their menu or app. When you requested a cancelation, they said okay but kept charging your credit card. All the positive reviews are fake! They are complete scammers. Stay away from those liars!",Neutral
Amazing project tips! Very clear and helpful guide.,Positive
Great! Really helpful,Positive
will lets see how its works,Neutral
❤️❤️❤️❤️excellent,Neutral
The lessons are good but most of the things are already on ig for free .,Positive
I'm just getting started. So far so good.,Positive
